
1	﻿यौ	INJ
1	सुदिन	NN
1	भए	VM
1	रहब	VAUX
1	आबथि	VM
1	त’	CC
1	भदबा	NNP
1	कहब	VM
1	।	SYM

1	कृष्णक	NNP
1	मथुरा	NNP
1	जएबाकाल	NST
1	गोपी	NNP
1	लोकनिक	NN
1	प्रेम	NN
1	आ	CC
1	विरहक	NN
1	चित्रणक	NN
1	सँगहि	PSP
1	गोड़हा	NN
1	आदि	RB
1	पर	PSP
1	चढ़िकए	VM
1	देखबाक	VM
1	अद्भुत	JJ
1	रूपेँ	NN
1	वर्णन	VM
1	भेल	VAUX
1	अछि	VAUX
1	,	SYM
1	द्रष्टव्य-	NN
1	प्रेम	NN
1	कृष्ण	NNP
1	देल	VM
1	छाड़ि	VAUX
1	नहि	NEG
1	किछु	QF
1	समदाबाड़ी	NN
1	गोड़हा	NN
1	चारि	QO
1	चारि	RDP
1	चढ़ली	VM
1	रह	VAUX
1	संच	NN
1	कि	WQ
1	बिरहक	NN
1	भरली	VM
1	।	SYM

1	कृष्णजन्म	NNP
1	प्रबन्धकाव्यमे	NN
1	ठाम	NST
1	ठाम	RDP
1	अलंकारक	NN
1	प्रयोग	VM
1	सेहो	RP
1	भेल	VAUX
1	अछि	VAUX
1	मुदा	CC
1	एकर	PRP
1	प्रयोग	VM
1	सँ	PSP
1	शब्द	NN
1	एवं	CC
1	अर्थ	NN
1	ओझरायल	VM
1	नहिँ	NEG
1	अछि	VAUX
1	अपितु	CC
1	आहलादक	QF
1	एवं	CC
1	अर्थ	NN
1	स्पष्ट	VM
1	करैत	VAUX
1	अछि	VAUX
1	,	SYM
1	यथा	CC
1	-	SYM
1	तरू	NNP
1	जकाँ	RB
1	खसु	NN
1	अड़राए-	NN
1	उपमा	NNP
1	तरू	NNP
1	जनि	VM
1	लबनी	VM
1	लागल	VAUX
1	-	SYM
1	उत्प्रेक्षा	NNP
1	-	SYM
1	टक	NN
1	हेरथि	NN
1	सकटक	NNP
1	निकट	NST
1	-	SYM
1	अनुप्रास	NNP
1	गुड़कल	VM
1	भिड़ुकल	VM
1	जाए	VAUX
1	-	SYM
1	अनुप्रास	NNP
1	लोकोक्तिपूर्ण	NN
1	भाषामे	NN
1	लिखल	VM
1	गेल	VAUX
1	अछि	VAUX
1	।	SYM


1	स्वातंत्रोत्तर	NN
1	परिवेश	NN
1	मे	PSP
1	आधुनिक	NST
1	कवि	NN
1	साहित्यकार	NN
1	समाजक	NN
1	अत्यन्त	QF
1	संघर्षशील	NN
1	प्राणीक	NN
1	रूप	NN
1	मे	PSP
1	देखल	VM
1	गेल	VAUX
1	छथि	VAUX
1	।	SYM

1	जे	DEM
1	अनुकूल	NN
1	परिस्थिति	NN
1	पाबि	VM
1	आक्रोशपूर्ण	NN
1	क्षुब्ध	JJ
1	विद्रोही	NN
1	भाव	NN
1	सँ	PSP
1	प्रभावित	RB
1	बुझि	VM
1	पड़ैत	VAUX
1	छथि	VAUX
1	।	SYM

1	ई	DEM
1	स्वभाविक	NN
1	मनोविज्ञान	NN
1	अछि	VM
1	।	SYM

1	एहि	DEM
1	गतिमान	NN
1	संसारक	NN
1	मनुष्य	NN
1	अपन	PRP
1	जीवन	NN
1	आ	CC
1	अस्तित्वक	NN
1	संघर्ष	NN
1	मे	PSP
1	आत्मरक्षार्थ	JJ
1	व्यग्र	NN
1	भेल	VM
1	मानवीय	NN
1	संवेदनाक	NN
1	रक्षामे	NN
1	ध्॰द्दह्यु	UNK

1	लागल	VM
1	छथि	VAUX
1	,	SYM
1	तथापि	CC
1	समाजक	NN
1	परिस्थिति	NN
1	हुनक	PRP
1	लेखनी	NN
1	केँ	PSP
1	विवश	VM
1	क’	VAUX
1	दैत	VAUX
1	अछि	VAUX
1	।	SYM

1	जाहि	PRP
1	सँ	PSP
1	ओ	PRP
1	अभाव	NN
1	,	SYM
1	कुण्ठा	NN
1	,	SYM
1	बेकारी	NN
1	,	SYM
1	बेरोजगारी	NN
1	,	SYM
1	चाटुकारता	NN
1	,	SYM
1	अवसरवादिता	NN
1	,	SYM
1	ग्लानि	NN
1	,	SYM
1	आक्रोश	NN
1	,	SYM
1	निराशा	NN
1	आदिक	RB
1	अकृत्रिम	JJ
1	अभिव्यक्ति	NN
1	केँ	PSP
1	प्रकाशित	VM
1	करैत	VAUX
1	छथि	VAUX
1	।	SYM

1	जे	DEM
1	मैथिली	NNP
1	साहित्य	NN
1	केँ	PSP
1	बहुआयामी	QF
1	विषय	NN
1	दैत	VM
1	अछि	VAUX
1	।	SYM

1	एहि	DEM
1	प्रकारक	NN
1	परिस्थिति	NN
1	सँ	PSP
1	आजुक	NST
1	साहित्य	NN
1	ओ	PRP
1	समाजमे	NN
1	स्त्री	NN
1	विमर्शक	NN
1	चर्चा	NN
1	अधिक	QF
1	सक्रिय	NN
1	भ’	VM
1	गेल	VAUX
1	अछि	VAUX
1	।	SYM

1	नारी	NN
1	सशक्तिकरणक	NN
1	बात	NN
1	अपना	PRP
1	स्थान	NN
1	पर	PSP
1	चलि	VM
1	रहल	VAUX
1	अछि	VAUX
1	।	SYM

1	सहित्य	NN
1	मे	PSP
1	स्त्री	NN
1	विमर्श	NN
1	बनाम	CC
1	सशक्तिकरण	NN
1	एक	QC
1	बहुआयामी	QF
1	प्रक्रिया	NN
1	अछि	VM
1	।	SYM

1	साहित्यकारक	NN
1	लेखनी	NN
1	सँ	PSP
1	निःसृत	JJ
1	स्त्री	NN
1	विमर्श	NN
1	ओ	PRP
1	महिला	NN
1	सशक्तिकरण	NN
1	ण्ण्	UNK
1	.	SYM

1	.	SYM

1	ऋऋ	UNK
1	म्ब	UNK
1	मैथिली	NNP
1	क	PSP
1	प्रबन्ध	JJ
1	काव्यक	NN
1	एक	QC
1	भेद	NN
1	अछि	VM
1	,	SYM
1	महाकाव्य	NN
1	एकर	PRP
1	दोसर	QO
1	प्रमुख	JJ
1	भेद	NN
1	अछि	VM
1	।	SYM

1	महाकाव्यहिक	NN
1	शैली	NN
1	पर	PSP
1	खंडकाव्यक	NN
1	रचना	NN
1	सेहो	RP
1	होइत	VM
1	अछि	VAUX
1	।	SYM

1	संस्कक	NN
1	हेतु	PSP
1	निकलल	VM
1	शब्द	NN
1	ध्वनि	NN
1	स्त्री	NN
1	समूह	NN
1	मे	PSP
1	एहन	DEM
1	जागरूकता	NN
1	आनि	VM
1	सकैत	VAUX
1	अछि	VAUX
1	जाहि	PRP
1	मे	PSP
1	ओ	PRP
1	दृढ़	JJ
1	शक्ति	NN
1	प्राप्त	VM
1	करैत	VAUX
1	सामाजिक	NN
1	,	SYM
1	आर्थिक	NN
1	,	SYM
1	राजनैतिक	NN
1	स्थिति	NN
1	पर	PSP
1	नियंत्रण	RB
1	प्राप्त	VM
1	करवाक	VAUX
1	क्षमताक	NN
1	विकास	NN
1	क’	VM
1	सकैत	VAUX
1	अछि	VAUX
1	।	SYM

1	एहन	DEM
1	शब्द	NN
1	ध्वनि	NN
1	द्वारा	PSP
1	स्त्री	NN
1	अपन	PRP
1	जीवन	NN
1	केँ	PSP
1	स्वयं	PRP
1	निर्देशित	VM
1	करैत	VAUX
1	प्रेरित	VM
1	भए	VAUX
1	घर	NN
1	बाहरक	NST
1	निर्णय	NN
1	मे	PSP
1	भागीदारी	NN
1	प्राप्त	VM
1	क’	VAUX
1	सकैत	VAUX
1	अछि	VAUX
1	।	SYM

1	अन्य	PRP
1	संसाधन	NN
1	धरि	NST
1	स्त्री	NN
1	केँ	PSP
1	पहुँचबाक	VM
1	संभावना	RB
1	बनैत	VM
1	अछि	VAUX
1	।	SYM

1	नारी	NN
1	विमर्श	NN
1	सँ	PSP
1	उत्पन्न	VM
1	सशक्तिकरणक	NN
1	आधार	NN
1	मात्र	RB
1	शक्तिक	NN
1	अधिग्रहण	NN
1	नहि	NEG
1	ओहि	PRP
1	शक्तिक	NN
1	अधिग्रहणक	NN
1	क्षमताक	JJ
1	विकास	NN
1	संभव	VM
1	छैक	VAUX
1	।	SYM

1	स्त्री	NN
1	समाज	NN
1	केँ	PSP
1	पराम्बनक	NN
1	भावना	NN
1	सँ	PSP
1	मुक्त	VM
1	करब	VAUX
1	,	SYM
1	ओकर	PRP
1	हीन	JJ
1	भ्ृतक	NN
1	आचार्य	NN
1	लोकनि	NN
1	खंडकाव्यक	NN
1	अपेक्षाकृत	RB
1	महाकाव्यहिक	NN
1	विशद	JJ
1	विवेचन	NN
1	केलनि	VM
1	अछि	VAUX
1	।	SYM

1	मात्र	JJ
1	आचार्य	NN
1	विश्वनाथ	NNP
1	खंडकाव्यक	NN
1	प्रसंग	NN
1	निम्नस्थ	JJ
1	विचार	NN
1	व्यक्त	VM
1	कैलनि	VAUX
1	अछि-	VAUX
1	भवेत	JJ
1	काव्यस्येक	NN
1	देशानुसारि	NN
1	च	NNP
1	,	SYM
1	घटना	NN
1	प्रधान्यात	NNP
1	खंडकाव्य	NN
1	मिति	NNP
1	स्मृतम्	NNP
1	महाकाव्यक	NN
1	कोनो	WQ
1	एक	QC
1	अंशक	NN
1	चित्रण	NN
1	किम्बा	CC
1	अनुसरण	NN
1	करएवाला	VM
1	काव्य	NN
1	खंडकाव्य	NN
1	कहबैत	VM
1	अछि	VAUX
1	।	SYM

1	खंडकाव्यमे	NN
1	पूर्णजीवनक	NN
1	नहि	NEG
1	,	SYM
1	वरन	NNP
1	खंड	NN
1	जीवनक	NN
1	चित्रण	VM
1	होइत	VAUX
1	अछि	VAUX
1	,	SYM
1	किन्तु	CC
1	ई	DEM
1	खंडजीवन	NN
1	एहि	DEM
1	तरहेँ	NN
1	व्यक्त	VM
1	कएल	VAUX
1	जाइत	VAUX
1	अछि	VAUX
1	जे	CC
1	पूर्ण	PRP
1	प्रतीत	VM
1	होइत	VAUX
1	अछि	VAUX
1	।	SYM

1	आधुनिक	NST
1	समयमे	NN
1	खंडकाव्यक	NN
1	व्यापक	QF
1	महत्व	JJ
1	अछि	VM
1	।	SYM

1	वर्तमान	NST
1	युग	NN
1	विज्ञानक	NN
1	युग	NN
1	अछि	VM
1	,	SYM
1	कम्प्यूटर	NN
1	ओ	PRP
1	इन्टरनेटक	NN
1	युग	NN
1	अछि	VM
1	।	SYM

1	कम्प्यूटर	NN
1	ओ	PRP
1	इन्टरनेटक	NN
1	युगमे	NN
1	घरहिँ	NN
1	मे	PSP
1	बैसल	VM
1	मानव	NN
1	समग्र	JJ
1	संसारक	NN
1	घटनाक्रम	NN
1	सँ	PSP
1	अवगत	VM
1	भए	VAUX
1	जाइत	VAUX
1	अछि	VAUX
1	।	SYM

1	विविध	JJ
1	कार्यालयक	NN
1	कार्य	NN
1	शैलीमे	NN
1	व्यापक	QF
1	परिवर्तन	NN
1	आवि	VM
1	गेल	VAUX
1	अछि	VAUX
1	।	SYM

1	बृहतकाय	JJ
1	रजिस्टर	NN
1	ओ	PRP
1	संचिकाक	NN
1	स्थान	NN
1	किछु	QF
1	कम्प्यूटर	NN
1	ओ	PRP
1	इन्टरनेट	NN
1	लए	VM
1	लेलक	VAUX
1	अछि	VAUX
1	।	SYM

1	उपयोगी	JJ
1	सँ	PSP
1	उपयोगी	JJ
1	कार्यक	NN
1	सम्पादन	NN
1	मोबाइल	NN
1	सँ	PSP
1	भए	VM
1	जाइत	VAUX
1	अछि	VAUX
1	।	SYM

1	विज्ञानक	NN
1	विविध	JJ
1	अविष्कारक	NN
1	कारणहिँ	NN
1	मानव	NN
1	सेहो	RP
1	यंत्रवत	NN
1	भए	VM
1	गेल	VAUX
1	अछि	VAUX
1	।	SYM

1	फलतः	CC
1	नहिँ	NEG
1	लेखक	NN
1	केँ	PSP
1	एतेक	QF
1	पलखति	VM
1	छनि	VAUX
1	जे	CC
1	ओ	PRP
1	वृहतकाय	NNP
1	काव्यक	NN
1	रचना	NN
1	करताह	VM
1	,	SYM
1	आ	CC
1	ने	NEG
1	पाठक	NN
1	केँ	PSP
1	एतेक	QF
1	समय	NN
1	छनि	VM
1	जे	CC
1	वृहतकाय	NNP
1	काव्य	NN
1	केँ	PSP
1	अध्ययन	VM
1	करताह	VAUX
1	।	SYM

1	एहन	DEM
1	स्थितिमे	NN
1	खण्ण्	NN
1	.	SYM


1	ऋऋ	NN
1	ाावना	UNK
1	केँ	PSP
1	समाप्त	VM
1	करब	VAUX
1	सशक्तिकरण	RB
1	अछि	VM
1	।	SYM

1	संगहि	PSP
1	स्त्री	NN
1	केँ	PSP
1	एक	QF
1	भाग	NN
1	सँ	PSP
1	हटा	VM
1	कए	VAUX
1	समाजक	NN
1	मुख्य	JJ
1	धारा	NN
1	मे	PSP
1	आनब	VM
1	एवं	CC
1	निर्णय	VM
1	लेबाक	VAUX
1	क्षमताक	NN
1	विकास	NN
1	करब	VM
1	सशक्तिकरण	RB
1	अछि	VM
1	।	SYM

1	यदि	CC
1	समाजमे	NN
1	नारी	NN
1	भयमुक्त	RB
1	अछि	VM
1	।	SYM

1	अपन	PRP
1	प्रतिष्ठाक	NN
1	सम्मान	RB
1	करैत	VM
1	अपन	PRP
1	लक्ष्य	NN
1	केँ	PSP
1	प्राप्त	VM
1	क’	VAUX
1	सकैत	VAUX
1	अछि	VAUX
1	।	SYM

1	ओकर	PRP
1	इच्छा	NN
1	अनिच्छा	NN
1	केँ	PSP
1	परिवार	NN
1	समाजक	NN
1	स्तर	NN
1	पर	PSP
1	केन्द्रित	VM
1	कएल	VAUX
1	जाए	VAUX
1	ओकरा	PRP
1	उचित	JJ
1	हक	NN
1	प्राप्त	VM
1	होएक	VAUX
1	।	SYM

1	समाज	NN
1	ओ	PRP
1	राष्ट्रक	NN
1	प्रगतिमे	NN
1	एकर	PRP
1	पर्याप्त	QF
1	योगदान	VM
1	होएक	VAUX
1	त’	CC
1	हम	PRP
1	कहि	VM
1	सकब	VAUX
1	जे	CC
1	साहित्यक	NN
1	माध्यम	NN
1	सँ	PSP
1	भेल	VM
1	स्त्री	NN
1	विमर्शक	NN
1	परिणाम	NN
1	सँ	PSP
1	महिला	NN
1	सशक्त	JJ
1	भेलीह	VM
1	अछि	VAUX
1	,	SYM
1	सबल	JJ
1	भेलीह	VM
1	अछि	VAUX
1	,	SYM
1	सुयोग	JJ
1	भेलीह	VM
1	.	SYM

1	ठरु	NNP
1	मिथिलामे	NNP
1	रचित	VM
1	मध्ययुगीन	NST
1	नाटकक	NN
1	सुदीर्घ	JJ
1	परंपरा	NN
1	रहल	VM
1	अछि	VAUX
1	।	SYM

1	ताहिमे	PRP
1	सँ	PSP
1	किछु	QF
1	प्रमख	JJ
1	नाटक	NN
1	अछि	VM
1	:	SYM
1	-	SYM
1	कविशेखराचार्य	NNP
1	ज्योतिरीश्वरक	NNP
1	‘धूत्र्तसमागम’क	NNP
1	,	SYM
1	विद्यापतिक	NNP
1	‘गोरक्षविजय’	NNP
1	,	SYM
1	गोविन्दक	NNP
1	‘नलचरित्र’	NNP
1	,	SYM
1	रामदासक	NNP
1	‘आनन्दविजय’	NNP
1	,	SYM
1	देवानन्दक	NNP
1	‘उषाहरण’	NNP
1	,	SYM
1	उमापतिक	NNP
1	‘पारिजातहरणम्’	NNP
1	,	SYM
1	रमापतिक	NNP
1	‘रूक्मिणीहरण’	NNP
1	,	SYM
1	लाल	NNP
1	कविक	NN
1	‘गौरीस्वयंवर’	NNP
1	,	SYM
1	नन्दीपतिक	NNP
1	‘कृष्णकेलिमाला’	NNP
1	आदि	RB
1	।	SYM

1	एहि	DEM
1	नाटक	NN
1	सभमे	PRP
1	किछु	QF
1	विशेषता	NN
1	अछि	VM
1	,	SYM
1	यथा	CC
1	पौराणिक	NST
1	,	SYM
1	धार्मिक	NN
1	कथावस्तु	NN
1	एवं	CC
1	पात्र	NN
1	,	SYM
1	सामाजिक	NN
1	,	SYM
1	सांस्कृतिक	NN
1	,	SYM
1	स्थितिक	NN
1	अनुरूप	NN
1	संस्कृत	NN
1	,	SYM
1	प्राकृत	NN
1	एवं	CC
1	अपभं्रश	NN
1	मे	PSP
1	सम्वाद	NN
1	;	SYM
1	भावपूर्ण	NN
1	स्थितिक	NN
1	अभिव्यक्ति	NN
1	लेल	CC
1	मैथिली	NNP
1	गीतक	NN
1	प्रयोग	VM
1	।	SYM

1	अभिनय	NN
1	संबंधी	NN
1	निर्देशनक	NN
1	प्रचुरता	QF
1	प्रत्येक	PRP
1	नाटकमे	NN
1	छैक	VM
1	।	SYM

1	चरित्र	NN
1	चित्रणसँ	NN
1	अधिक	QF
1	ध्यान	NN
1	रस	NN
1	निरूपण	NN
1	पर	PSP
1	रहैत	VM
1	छलैक	VAUX
1	।	SYM

1	एतय	NST
1	हमरा	PRP
1	जनैत	VM
1	मैथिली	NNP
1	नाटकक	NN
1	स्वरूप	NN
1	ई	DEM
1	देखबामे	VM
1	अबैछ	VAUX
1	यथा-	CC
1	संस्कृत	NN
1	मिश्रित	VM
1	नाटक	NN
1	,	SYM
1	संस्कृत	NN
1	प्राकृतक	NN
1	संग	PSP
1	सभटा	PRP
1	गीत	NN
1	मैथिलीमे	NNP
1	आ	CC
1	तेसर	QO
1	असममे	NNP
1	रचित	NN
1	नाटक	NN
1	जाहि	PRP
1	मे	PSP
1	असमिया	NNP
1	मिश्रित	VM
1	मैथिली	NNP
1	गद्यक	NN
1	प्रयोग	VM
1	।	SYM

1	एकर	PRP
1	अतिरिक्त	QF
1	गीत	NN
1	नाटक	NN
1	जकरा	PRP
1	कीर्तनियाँ	NNP
1	नाटकक	NN
1	संज्ञा	NN
1	देल	VM
1	गेल	VAUX
1	अछि	VAUX
1	।	SYM

1	एहिमे	DEM
1	गद्यक	NN
1	प्रयोग	VM
1	नहि	NEG
1	अछि	VAUX
1	,	SYM
1	संस्कृतक	NN
1	संग	PSP
1	मैथिली	NNP
1	गीत	NN
1	चलैत	VM
1	छल	VAUX
1	।	SYM

1	एहि	DEM
1	तरहँे	NN
1	मध्यकालीन	NST
1	मैथिली	NNP
1	नाटकमे	NN
1	सूत्रधार	NN
1	,	SYM
1	नटी	NN
1	,	SYM
1	प्रस्तावना	NN
1	,	SYM
1	रंगमंच	NN
1	पर	PSP
1	वर्तमान	NST
1	रहैत	VM
1	छल	VAUX
1	आ	CC
1	जनप्रिय	JJ
1	कथानकक	NN
1	आधार	VAUX
1	पर	PSP
1	गीतक	NN
1	माध्यमसँ	NN
1	अभिनय	VM
1	द्वारा	PSP
1	रस	NN
1	वर्षा	NN
1	करैत	VM
1	छल	VAUX
1	।	SYM

1	आधुनिक	NST
1	मैथिली	NNP
1	नाटकक	NN
1	प्रारंभ	VM
1	संस्कृत	NN
1	,	SYM
1	बंगला	NNP
1	ओ	PRP
1	अंग्रेजी	NNP
1	नाटकक	NN
1	अनुवादसँ	NN
1	भेल	VM
1	।	SYM

1	शुरूमे	NN
1	कथावस्तु	NN
1	एवं	PRP
1	पात्र	NN
1	धार्मिक	NN
1	पौराणिक	NST
1	स्रोतसँ	NN
1	ग्रहण	VM
1	भेल	VAUX
1	किन्तु	CC
1	कालक्रमेण	NST
1	सामाजिक	NN
1	एवं	CC
1	राजनीतिक	NN
1	विषयक	NN
1	समावेश	VM
1	होइत	VAUX
1	गेल	VAUX
1	।	SYM

1	पंडित	NN
1	जीवन	NNP
1	झाक	NNP
1	‘सुन्दर	NNP
1	संयोग’	NNP
1	,	SYM
1	‘सामवती	NNP
1	पुनर्जन्म’	NNP
1	एवं	CC
1	‘नर्मदा	NNP
1	सागर	NNP
1	सट्टक’	NNP
1	एहि	DEM
1	युगक	NN
1	प्रायः	RB
1	प्रथम	QO
1	सामाजिक	NN
1	नाटक	NN
1	थिक	VM
1	।	SYM

1	तकरा	PRP
1	बाद	NST
1	लालदासक	NNP
1	‘सावित्री	NNP
1	सत्यवान’	NNP
1	,	SYM
1	मुन्शी	NNP
1	रघुनंदन	NNP
1	दासक	NNP
1	‘मिथिला	NNP
1	नाटक’	NN
1	,	SYM
1	पंडित	NN
1	आनन्द	NNP
1	झाक	NNP
1	‘सीता	NNP
1	स्वयंवर’	NNP
1	एवं	CC
1	पंडित	NN
1	त्रिलोकनाथ	NNP
1	झाक	NNP
1	‘जीमूतवाहन	NNP
1	चरित’	NNP
1	आदि	RB
1	नाटक	NN
1	प्रणीत	VM
1	भेल	VAUX
1	।	SYM

1	एहि	DEM
1	क्रमें	NN
1	ईशनाथ	NNP
1	झाक	NNP
1	अनुदित	VM
1	नाटक	NN
1	‘शकुन्तला’	NNP
1	अबैछ	VM
1	।	SYM

1	हिनक	PRP
1	दू	QO
1	गोट	RP
1	नाटक	NN
1	‘चीनीक	NNP
1	लड्डू’	NNP
1	ओ	CC
1	‘उगना’	NNP
1	छनि	VM
1	।	SYM

1	श्री	RP
1	योगानन्द	NNP
1	झाक	NNP
1	‘मुनिक	NNP
1	मतिभ्रम’	NNP
1	पौराणिक	NST
1	कथा	NN
1	पर	PSP
1	आधारित	VM
1	अछि	VAUX
1	।	SYM

1	स्वतंत्रताक	PRP
1	बाद	NST
1	भारतक	NNP
1	सभ	PRP
1	भाषामे	NN
1	एकटा	QC
1	नवीन	NST
1	साहित्यिक	NN
1	प्रवाह	VM
1	चलल	VAUX
1	।	SYM

1	जाहिमे	PRP
1	मैथिली	NNP
1	सेहो	RP
1	कोनो	WQ
1	भाषा	NN
1	साहित्यसँ	NN
1	पाछाँ	NN
1	नहि	NEG
1	रहल	VM
1	।	SYM

1	एहि	DEM
1	क्रममे	NN
1	कतोक	WQ
1	नाटकक	NN
1	रचना	VM
1	भेल	VAUX
1	जाहि	PRP
1	मे	PSP
1	सँ	PSP
1	किछु	QF
1	नामोल्लेख	NN
1	एहिठाम	NST
1	अछि	VM
1	।	SYM

1	यथा	CC
1	-	SYM
1	सीतापरिणय	NNP
1	,	SYM
1	द्वापर	NNP
1	अंत	NNP
1	,	SYM
1	वसात	NNP
1	,	SYM
1	आचार्यद्रोण	NNP
1	,	SYM
1	विद्यापति	NNP
1	,	SYM
1	अयाची	NNP
1	,	SYM
1	पियामोर	NNP
1	बालक	NN
1	,	SYM
1	घटकैती	NNP
1	,	SYM
1	कन्दर्पीघात	NNP
1	,	SYM
1	अभिलाषा	NNP
1	,	SYM
1	चोर	NN
1	,	SYM
1	कंगना	NNP
1	,	SYM
1	वीरचक्र	NNP
1	,	SYM
1	नायकक	NNP
1	नाम	NN
1	जीवन	NN
1	,	SYM
1	अंधेरनगरी	NNP
1	,	SYM
1	भफाइत	NNP
1	चाहक	NNP
1	जिनगी	NNP
1	आदि	RB
1	।	SYM

1	एहि	DEM
1	नाटक	NN
1	सभमे	QF
1	नाटककार	NN
1	अपन	PRP
1	सामाजिक	NN
1	एवं	CC
1	सांस्कृतिक	NN
1	दायित्वक	NN
1	प्रति	PSP
1	पूर्ण	PRP
1	सचेष्ट	VM
1	अछि	VAUX
1	।	SYM

1	एहि	DEM
1	अवधिमे	NST
1	एकटा	QC
1	विलक्षण	JJ
1	साहित्यकार	NN
1	भेलाह	VM
1	डाॅ0	NN
1	ब्रजकिशोर	NNP
1	वर्मा	NNP
1	‘मणिपद्म’	NNP
1	।	SYM

1	मणिपद्म	NNP
1	दरभंगा	NNP
1	जिलाक	NN
1	घनश्यामपुर	NNP
1	निकट	NST
1	फैजुलापुर	NNP
1	प्रसिद्ध	JJ
1	वाउर	NNP
1	गामक	NN
1	छलाह	VM
1	।	SYM

1	हिनक	PRP
1	पिता	NN
1	श्री	RP
1	युगल	NNP
1	किशोर	NNP
1	दास	NNP
1	,	SYM
1	न्योरवार	NNP
1	सँ	PSP
1	संग्राम	NN
1	मूलक	NN
1	कर्ण	NN
1	कायस्थ	NN
1	छलाह	VM
1	।	SYM

1	जे	DEM
1	वाउरसँ	NNP
1	आबि	VM
1	बहेड़ामे	NNP
1	रहय	VM
1	लागि	VAUX
1	गेल	VAUX
1	छलाह	VAUX
1	।	SYM

1	हिनक	PRP
1	माता	NN
1	गंगादेवी	NNP
1	जगतपुरक	NNP
1	सोनेलाल	NNP
1	दासक	NST
1	पुत्री	NN
1	रहथिन्ह	VM
1	।	SYM

1	आरंभिक	NST
1	शिक्षा	NN
1	जगतपुर	NNP
1	,	SYM
1	पश्चात्	NST
1	मारवाड़ी	NNP
1	हाई	NN
1	स्कूल	NN
1	दरभंगासँ	NNP
1	उच्च	NN
1	त्रित	NN
1	तथा	CC
1	आदर्शोन्मुखी	NN
1	बनबैत	VM
1	अछि	VAUX
1	।	SYM

1	अछि	VAUX
1	।	SYM

1	ÿÿ	UNK
1	माध्यमिक	NN
1	परीक्षोतीर्ण	NN
1	भए	VM
1	कलकत्ता	NNP
1	गेलाह	VM
1	।	SYM

1	हिनक	PRP
1	नामांकन	NN
1	शान्ति	NNP
1	निकेतनमे	NNP
1	होइ	VM
1	ताहि	PRP
1	लेल	CC
1	सुभाषचन्द्र	NNP
1	बोस	NNP
1	हिनका	PRP
1	पत्र	NN
1	देने	VM
1	छलन्हि	VAUX
1	।	SYM

1	ओतय	NST
1	हिनका	PRP
1	डाॅ0	NN
1	गांगुली	NNP
1	भवानीदयाल	NNP
1	सन्यासी	NNP
1	,	SYM
1	रमानन्द	NNP
1	चटर्जी	NNP
1	,	SYM
1	दीनबन्धु	NNP
1	एण्डुज	NNP
1	,	SYM
1	रवीन्द्रनाथ	NNP
1	टैगोर	NNP
1	आदिक	RB
1	सानिध्य	VM
1	प्राप्त	VM
1	भेल	VAUX
1	छलन्हि	VAUX
1	।	SYM

1	प्रायः	RB
1	हिनकामे	PRP
1	ओतहिसँ	NST
1	साहित्यिक	NN
1	अभिलाषा	NN
1	जागृत	VM
1	भेलैनि	VAUX
1	।	SYM

1	ई0	NST
1	मे	PSP
1	कलकत्तासँ	NNP
1	होमियोपैथमे	NNP
1	एम0	NNP
1	डी0	NNP
1	डिग्री	NN
1	लय	VM
1	गाम	NN
1	अएलाह	VM
1	।	SYM

1	हुनक	PRP
1	मित्र	NN
1	मंडलीमे	NN
1	सुमनजी	NNP
1	,	SYM
1	मधुपजी	NNP
1	,	SYM
1	किरणजी	NNP
1	आदि	RB
1	प्रधान	JJ
1	छलथिन्ह	VM
1	।	SYM

1	तँे	CC
1	साहित्य	NN
1	मे	PSP
1	रमि	VM
1	गेलाह	VAUX
1	।	SYM

1	हिनक	PRP
1	लेखनी	NN
1	मैथिली	NNP
1	साहित्यक	NN
1	प्रायः	RB
1	सभ	PRP
1	विधा	NN
1	पर	PSP
1	चलल	VM
1	।	SYM

1	ई	DEM
1	बात	NN
1	छिवदम	NN
1	त्महपेजतंजपवद	NNP
1	पृ0-	NN

1	-	SYM
1	पृ0-	NN

1	त	RP
1	अछि	VM
1	रहल	VM
1	ओगारि	NN
1	जकर	PRP
1	टनाटन	JJ
1	बाजै	NN
1	सानी	NN
1	बनबैछ	VM
1	गोआरि	NN
1	।	SYM

1	महाकाव्यक	NN
1	सर्वविध	JJ
1	महत्ता	NN
1	थिक	VM
1	कविक	NN
1	सर्वत्र	NST
1	आचार	NN
1	विचार	NN
1	,	SYM
1	समाज	NN
1	नीति	NN
1	,	SYM
1	रीति	NN
1	व्यवहार	NN
1	ओ	PRP
1	ध्र्म	JJ
1	संस्कृति	NN
1	आदि	RB
1	के	PSP
1	अनुपालन	VM
1	करब	VAUX
1	।	SYM

1	एहि	DEM
1	काव्य	NN
1	मध्य	NST
1	कृष्ण	NNP
1	के	RB
1	सामान्य	JJ
1	पुरूष	NN
1	आ	CC
1	ने	NEG
1	पूर्णतः	QF
1	देवताक	NN
1	ब्वदजमदजे	UNK
1	भन्न	NN
1	जे	DEM
1	हिनका	PRP
1	उपन्यास	NN
1	पर	PSP
1	साहित्य	NN
1	अकादमी	NN
1	सँ	PSP
