<document id="null">
<head>

</head>
<Sentence id=''''>
1	﻿यौ	INJ	
11	लोक	NN	
12	छी	VM	
13	,	SYM	
14	हम	PRP	
15	ई	PRP	
16	कहैत	VM	
17	छी	VAUX	
18	।	SYM	
</Sentence>

<Sentence id=''>
1	हम	PRP	
2	तँ	RB	
3	गैर	JJ	
4	-	SYM	
5	यहूदी	NNP	
6	लोक	NN	
7	मे	PSP	
8	प्रचार	NN	
9	करबाक	VM	
10	लेल	PSP	
11	मसीह	NNP	
12	-	SYM	
13	दूतक	NN	
14	रूप	NN	
15	मे	PSP	
16	चुनल	VM	
17	गेल	VAUX	
18	छी	VAUX	
19	आ	CC	
20	हम	PRP	
21	अपन	PRP	
22	एहि	PRP	
23	काज	NN	
24	केँ	PSP	
25	विशेष	JJ	
26	महत्व	NN	
27	।	SYM	
</Sentence>

<Sentence id=''''>
1	दैत	VM	
2	छी	VAUX	
3	जाहि	PRP	
4	सँ	PSP	
5	अहाँ	PRP	
6	सभ	RP	
7	केँ	PRP	
8	जे	PRP	
9	किछु	QF	
10	भेटल	VM	
11	अछि	VAUX	
12	,	SYM	
13	से	PSP	
14	प्राप्त	NN	
15	करबाक	VM	
16	उत्सुकता	NN	
17	हम	PRP	
18	अपन	PRP	
19	सजाति	NN	
20	लोक	NN	
21	सभ	RP	
22	मे	PSP	
23	उत्पन्न	NN	
24	,	SYM	
25	कऽ	VM	
26	कोनो	PRP	
27	तरहेँ	PSP	
28	हुनका	PRP	
29	सभ	QF	
30	मे	PSP	
31	सँ	PSP	
32	किछु	QF	
33	लोक	NN	
34	केँ	PSP	
35	बचा	VM	
36	सकी	VAUX	
37	।	SYM	
</Sentence>

<Sentence id=''''>
1	किएक	WQ	
2	तँ	RB	
3	जँ	RB	
4	हुनका	PRP	
5	सभ	QF	
6	केँ	PSP	
7	परित्यागक	NN	
8	फलस्वरूप	NN	
9	परमेश्व‍रक	NNP	
10	संग	PSP	
11	संसारक	NN	
12	मेल	VM	
13	-	SYM	
14	मिलाप	NN	
15	भेल	VM	
16	अछि	VAUX	
17	तँ	RB	
18	हुनका	PRP	
19	सभ	QF	
20	केँ	PSP	
21	स्वीकारक	NN	
22	परिणाम	NN	
23	हुनका	PRP	
24	सभक	QF	
25	लेल	PSP	
26	मरल	VM	
27	स्थिति	NN	
28	मे	PSP	
29	सँ	PSP	
30	जिआओल	VM	
31	जयबाक	VAUX	
32	बात	NN	
33	छोड़ि	VM	
34	आओर	CC	
35	की	WQ	
36	होयत	VM	
37	?	SYM	
</Sentence>

<Sentence id=''''>
1	जँ	RB	
2	सानल	VM	
3	आँटाक	NN	
4	ओ	PRP	
5	भाग	NN	
6	पवित्र	JJ	
7	अछि	VM	
8	जे	PRP	
9	प्रथम	QO	
10	फलक	NN	
11	रूप	NN	
12	मे	PSP	
13	अर्पण	NN	
14	कयल	VM	
15	गेल	VAUX	
16	,	SYM	
17	तँ	RB	
18	सम्पूर्ण	JJ	
19	सानल	VM	
20	आँटा	NN	
21	पवित्र	JJ	
22	अछि	VM	
23	।	SYM	
</Sentence>

<Sentence id=''''>
1	जँ	RB	
2	गाछक	NN	
3	जड़ि	NN	
4	पवित्र	JJ	
5	अछि	VM	
6	तँ	RB	
7	गाछक	NN	
8	ठाढ़ि	NN	
9	सेहो	RP	
10	पवित्र	JJ	
11	अछि	VM	
12	।	SYM	
</Sentence>

<Sentence id=''''>
1	मुदा	CC	
2	जँ	RB	
3	गाछक	NN	
4	किछु	QF	
5	ठाढ़ि	NN	
6	काटि	VM	
7	कऽ	VAUX	
8	अलग	RB	
9	कयल	VM	
10	गेल	VAUX	
11	अछि	VAUX	
12	आ	CC	
13	अहाँ	PRP	
14	सभ	RP	
15	जे	PRP	
16	सभ	QF	
17	जंगली	JJ	
18	जैतूनक	NN	
19	ठाढ़ि	NN	
20	छी	VM	
21	,	SYM	
22	से	PSP	
23	सभ	QF	
24	ओहि	DEM	
25	नीक	JJ	
26	जैतून	NN	
27	मे	PSP	
28	कलम	NN	
29	लगाओल	VM	
30	गेलहुँ	VAUX	
31	आ	CC	
32	ओकर	PRP	
33	जड़ि	NN	
34	आ	CC	
35	रस	NN	
36	-	SYM	
37	भण्डार	NN	
38	मे	PSP	
39	सहभागी	NN	
40	भेलहुँ	VM	
41	,	SYM	
42	तँ	RB	
43	ओहि	DEM	
44	काटल	VM	
45	ठाढ़ि	NN	
46	सभक	QF	
47	सम्मुख	JJ	
48	अहंकार	NN	
49	नहि	NEG	
50	करू	VM	
51	।	SYM	
</Sentence>

<Sentence id=''''>
1	जँ	RB	
2	अहाँ	PRP	
3	सभ	RP	
4	अहंकार	NN	
5	करी	VM	
6	तँ	RB	
7	मोन	NN	
8	राखू	VM	
9	जे	PRP	
10	जड़ि	NN	
11	अहाँ	PRP	
12	सभ	RP	
13	पर	PSP	
14	नहि	NEG	
15	,	SYM	
16	बल्कि	CC	
17	अहाँ	PRP	
18	सभ	RP	
19	जड़ि	NN	
20	पर	PSP	
21	आश्रित	NN	
22	छी	VM	
23	।	SYM	
</Sentence>

<Sentence id=''''>
1	आब	NST	
2	अहाँ	PRP	
3	सभ	RP	
4	कहब	VM	
5	जे	PRP	
6	,	SYM	
7	ठाढ़ि	NN	
8	सभ	QF	
9	केँ	PSP	
10	एहि	PRP	
11	लेल	PSP	
12	काटल	VM	
13	गेल	VAUX	
14	जे	PRP	
15	हमरा	PRP	
16	सभ	QF	
17	केँ	PSP	
18	कलम	NN	
19	लगाओल	VM	
20	जाय	VAUX	
21	।	SYM	
</Sentence>

<Sentence id=''''>
1	मानलहुँ	VM	
2	।	SYM	
</Sentence>

<Sentence id=''''>
1	मुदा	CC	
2	हुनका	PRP	
3	सभ	QF	
4	केँ	PSP	
5	अविश्वासक	NN	
6	कारणेँ	NN	
7	काटि	VM	
8	कऽ	VAUX	
9	अलग		
10	कयल	VM	
11	गेलनि	VAUX	
12	आ	CC	
13	अहाँ	PRP	
14	सभ	RP	
15	विश्वासक	NN	
16	कारण	NN	
17	अपन	PRP	
18	स्थान	NN	
19	पर	PSP	
20	स्थिर	NN	
21	छी	VM	
22	।	SYM	
</Sentence>

<Sentence id=''''>
1	तेँ	CC	
2	अहंकार	NN	
3	नहि	NEG	
4	करू	VM	
5	,	SYM	
6	बल्कि	CC	
7	भय	NN	
8	मानू	VM	
9	।	SYM	
</Sentence>

<Sentence id=''''>
1	किएक	WQ	
2	तँ	RB	
3	जखन	NST	
4	परमेश्वर	NNP	
5	मूल	NN	
6	ठाढ़ि	NN	
7	केँ	PSP	
8	नहि	NEG	
9	छोड़लनि	VM	
10	तँ	RB	
11	ओ	PRP	
12	अहूँ	PRP	
13	सभ	RP	
14	केँ	PSP	
15	नहि	NEG	
16	छोड़ताह	VM	
17	।	SYM	
</Sentence>

<Sentence id=''''>
1	तेँ	CC	
2	परमेश्वरक	NNP	
3	दया	NN	
4	आ	CC	
5	कठोरता	NN	
6	,	SYM	
7	दूनू	QO	
8	पर	PSP	
9	ध्यान	NN	
10	राखू	VM	
11	कठोरता	NN	
12	तकरा	PRP	
13	सभ	QF	
14	पर	PSP	
15	अछि	VM	
16	जकरा	PRP	
17	सभक	QF	
18	पतन	NN	
19	भऽ	VM	
20	गेल	VAUX	
21	छैक	VAUX	
22	मुदा	CC	
23	अहाँ	PRP	
24	सभक	RP	
25	लेल	PSP	
26	हुनकर	PRP	
27	दया	NN	
28	अछि	VM	
29	,	SYM	
30	लेकिन	RB	
31	से	PSP	
32	तखने	NST	
33	जखन	NST	
34	अहाँ	PRP	
35	सभ	RP	
36	हुनकर	PRP	
37	दयाक	NN	
38	शरण	NN	
39	मे	PSP	
40	रहब	VM	
41	नहि	NEG	
42	तँ	RB	
43	अहूँ	PRP	
44	सभ	RP	
45	काटि	VM	
46	कऽ	VAUX	
47	अलग	RB	
48	कऽ	VM	
49	देल	VAUX	
50	जायब	VAUX	
51	।	SYM	
</Sentence>

<Sentence id=''''>
1	एही	PRP	
2	तरहेँ	PSP	
3	जँ	RB	
4	ओहो	DEM	
5	सभ	RP	
6	अपन	PRP	
7	अविश्वास	NN	
8	मे	PSP	
9	जिद्दी	NN	
10	बनल	VM	
11	नहि	NEG	
12	रहताह	VM	
13	तँ	RB	
14	हुनको	PRP	
15	सभ	QF	
16	केँ	PSP	
17	कलम	NN	
18	लगाओल	VM	
19	जयतनि	VAUX	
20	।	SYM	
</Sentence>

<Sentence id=''''>
1	किएक	WQ	
2	तँ	RB	
3	परमेश्वर	NNP	
4	सामर्थ्यवान	NN	
5	छथि	VM	
6	जे	PRP	
7	हुनका	PRP	
8	सभ	QF	
9	केँ	PSP	
10	फेर	NST	
11	कलम	VM	
12	लगा	VAUX	
13	लेथि	VAUX	
14	।	SYM	
</Sentence>

<Sentence id=''''>
1	कारण	NN	
2	,	SYM	
3	जखन	NST	
4	अहाँ	PRP	
5	सभ	RP	
6	जंगली	JJ	
7	जैतूनक	NN	
8	गाछ	NN	
9	सँ	PSP	
10	काटल	VM	
11	जा	VM	
12	कऽ	VAUX	
13	प्रकृतिक	NN	
14	विपरीत	NN	
15	एक	QC	
16	नीक	JJ	
17	गाछ	NN	
18	मे	PSP	
19	कलम	NN	
20	लगाओल	VM	
21	गेलहुँ	VAUX	
22	,	SYM	
23	तँ	RB	
24	जे	PRP	
25	नीक	JJ	
26	जैतूनक	NN	
27	असली	JJ	
28	ठाढ़ि	NN	
29	अछि	VM	
30	से	PSP	
31	किएक	WQ	
32	नहि	NEG	
33	अपन	PRP	
34	गाछ	NN	
35	मे	PSP	
36	आसानी	NN	
37	सँ	PSP	
38	कलम	NN	
39	लगाओल	VM	
40	जायत	VAUX	
41	?	SYM	
</Sentence>

<Sentence id=''''>
1	यौ	INJ	
2	भाइ	NN	
3	लोकनि	NN	
4	,	SYM	
5	कतौ	NST	
6	एहन	PRP	
7	नहि	NEG	
8	होअय	VM	
9	जे	PRP	
10	अहाँ	PRP	
11	सभ	RP	
12	अपना	PRP	
13	केँ	PSP	
14	बहुत	QF	
15	बुद्धिमान	NN	
16	बुझी	VM	
17	।	SYM	
</Sentence>

<Sentence id=''''>
1	तेँ	CC	
2	हम	PRP	
3	अहाँ	PRP	
4	सभ	RP	
5	केँ	PSP	
6	ई	PRP	
7	सत्य	NN	
8	जे	PRP	
9	पहिने	NST	
10	गुप्त	NN	
11	छल	VM	
12	,	SYM	
13	सँ	PSP	
14	बुझाबऽ	VM	
15	चाहैत	VAUX	
16	छी	VAUX	
17	जे	PRP	
18	,	SYM	
19	इस्राएलक	NST	
20	अधिकांश	JJ	
21	लोक	NN	
22	जे	PRP	
23	जिद्दी	NN	
24	बनल	VM	
25	अछि	VAUX	
26	,	SYM	
27	से	PSP	
28	बात	NN	
29	सभ	RP	
30	दिन	NN	
31	तक	PSP	
32	नहि	NEG	
33	रहत	VM	
34	,	SYM	
35	बल्कि	CC	
36	तहिये	NST	
37	धरि	PSP	
38	जहिया	NST	
39	धरि	PSP	
40	परमेश्वरक	NNP	
41	चुनल	VM	
42	गैर	JJ	
43	-	SYM	
44	यहूदी	NNP	
45	लोकक	NN	
46	पूर्ण	JJ	
47	संख्याक	NN	
48	प्रवेश	NN	
49	नहि	NEG	
50	भऽ	VM	
51	जाइत	VAUX	
52	अछि	VAUX	
53	।	SYM	
</Sentence>

<Sentence id=''''>
1	आओर	CC	
2	एहि	PRP	
3	तरहेँ	PSP	
4	सम्पूर्ण	JJ	
5	इस्राएलक	NNP	
6	उद्धार	NN	
7	होयत	VM	
8	,	SYM	
9	जेना	PRP	
10	कि	CC	
11	धर्मशास्त्र	NN	
12	मे	PSP	
13	लिखल	VM	
14	अछि	VAUX	
15	।	SYM	
</Sentence>

<Sentence id=''''>
1	सियोन	NNP	
2	सँ	PSP	
3	मुक्ति	NN	
4	दाता	NN	
5	औताह	VM	
6	।	SYM	
</Sentence>

<Sentence id=''''>
1	ओ	PRP	
2	याकूबक	NNP	
3	वंश	NN	
4	सँ	PSP	
5	अधर्म	NN	
6	हटौताह	VM	
7	।	SYM	
</Sentence>

<Sentence id=''''>
1	प्रभु	NN	
2	-	SYM	
3	परमेश्वर	NNP	
4	कहैत	VM	
5	छथि	VAUX	
6	जे	PRP	
7	हम	PRP	
8	जखन	NST	
9	ओकरा	PRP	
10	सभक	QF	
11	पाप	NN	
12	हरि	VM	
13	लेब	VAUX	
14	तँ	RB	
15	हम	PRP	
16	ओकरा	PRP	
17	सभ	QF	
18	केँ	PSP	
19	देल	VM	
20	अपन	PRP	
21	एहि	PRP	
22	वचन	NN	
23	केँ	PSP	
24	पूरा	VM	
25	करब	VAUX	
26	।	SYM	
</Sentence>

<Sentence id=''''>
1	शुभ	JJ	
2	समाचार	NN	
3	केँ	PSP	
4	अस्वीकार	NN	
5	करबाक	VM	
6	कारणेँ	NN	
7	यहूदी	NNP	
8	सभ	RP	
9	परमेश्वरक	NNP	
10	शत्रु	NN	
11	ठहरि	VM	
12	गेल	VAUX	
13	छथि	VAUX	
14	,	SYM	
15	जे	PRP	
16	अहाँ	PRP	
17	सभक	RP	
18	लेल	PSP	
19	हितक	NN	
20	बात	NN	
21	भेल	VM	
22	मुदा	CC	
23	परमेश्वर	NNP	
24	हुनका	PRP	
25	सभक	QF	
26	पूर्वज	JJ	
27	लोकनि	NN	
28	केँ	PSP	
29	चुनने	VM	
30	छलाह	VAUX	
31	आ	CC	
32	तेँ	CC	
33	पूर्वज	JJ	
34	सभ	QF	
35	केँ	PSP	
36	देल	VM	
37	वचनक	NN	
38	कारणेँ	NN	
39	ओ	PRP	
40	सभ	QF	
41	परमेश्वरक	NNP	
42	प्रिय	JJ	
43	प्रजा	NN	
44	छथि	VM	
45	।	SYM	
</Sentence>

<Sentence id=''''>
1	कारण	NN	
2	,	SYM	
3	परमेश्वर	NNP	
4	जखन	NST	
5	ककरो	PRP	
6	बजयबाक	VM	
7	वा	CC	
8	किछु	QF	
9	देबाक	VM	
10	निर्णय	NN	
11	करैत	VM	
12	छथि	VAUX	
13	तँ	RB	
14	ओ	PRP	
15	अपन	PRP	
16	निर्णय	NN	
17	बदलैत	VM	
18	नहि	NEG	
19	छथि	VM	
20	।	SYM	
</Sentence>

<Sentence id=''''>
1	जहिना	RB	
2	पहिने	NST	
3	अहाँ	PRP	
4	सभ	RP	
5	परमेश्वरक	NNP	
6	आज्ञाकारी	NN	
7	छलहुँ	VM	
8	मुदा	CC	
9	आब	NST	
10	यहूदी	NNP	
11	सभ	RP	
12	केँ	PSP	
13	आज्ञाकारी	NN	
14	होयबाक	VM	
15	कारणेँ	NN	
16	अहाँ	PRP	
17	सभ	RP	
18	पर	PSP	
19	दया	NN	
20	कयल	VM	
21	गेल	VAUX	
22	अछि	VAUX	
23	,	SYM	
24	तहिना	RB	
25	यहूदी	NNP	
26	सभ	RP	
27	एखन	NST	
28	आज्ञाकारी	NN	
29	छथि	VM	
30	जाहि	PRP	
31	सँ	PSP	
32	ओहि	DEM	
33	दयाक	NN	
34	कारणेँ	NN	
35	जे	PRP	
36	अहाँ	PRP	
37	सभ	RP	
38	पर	UNK	
39	कयल	VM	
40	गेल	VAUX	
41	,	SYM	
42	हुनको	PRP	
43	सभ	QF	
44	पर	PSP	
45	आब	NST	
46	दया	NN	
47	कयल	VM	
48	जानि	VAUX	
49	।	SYM	
</Sentence>

<Sentence id=''''>
1	किएक	WQ	
2	तँ	RB	
3	परमेश्वर	NNP	
4	सभ	RP	
5	केँ	PSP	
6	आज्ञाकारिताक	NN	
7	बन्हन	NN	
8	मे	PSP	
9	बान्हि	VM	
10	लेने	VAUX	
11	छथि	VAUX	
12	जाहि	PRP	
13	सँ	PSP	
14	सभ	QF	
15	पर	PSP	
16	ओ	PRP	
17	कृपा	NN	
18	करथि	VM	
19	।	SYM	
</Sentence>

<Sentence id=''''>
1	अहा	INJ	
2	!	SYM	
</Sentence>

<Sentence id=''''>
1	परमेश्वरक	NNP	
2	वैभव	NN	
3	,	SYM	
4	बुद्धि	NN	
5	आ	CC	
6	ज्ञान	NN	
7	केहन	WQ	
8	अपरम्पार	NN	
9	छनि	VM	
10	!	SYM	
</Sentence>

<Sentence id=''>
1	हुनकर	PRP	
2	निर्णयक	NN	
3	गहिराइ	NN	
4	आ	CC	
5	हुनकर	PRP	
6	काज	NN	
7	करबाक	VM	
8	तरीका	NN	
9	के	PSP	
10	बुझि	VM	
11	सकैत	VAUX	
12	अछि	VAUX	
13	?	SYM	
</Sentence>

<Sentence id=''>
1	जेना	PRP	
2	कि	CC	
3	धर्मशास्त्र	NN	
4	मे	PSP	
5	लिखल	VM	
6	अछि	VAUX	
7	प्रभुक	NN	
8	मोन	NN	
9	के	PSP	
10	जनलक	VM	
11	अछि	VAUX	
12	?	SYM	
</Sentence>

<Sentence id=''>
1	हुनकर	PRP	
2	सलाहकार	NN	
3	केँ	PSP	
4	भऽ	VM	
5	सकल	VAUX	
6	अछि	VAUX	
7	?	SYM	
</Sentence>

<Sentence id=''>
1	परमेश्वर	NNP	
2	केँ	PSP	
3	के	WQ	
4	कहियो	NST	
5	किछु	QF	
6	देने	VM	
7	अछि	VAUX	
8	जे	PRP	
9	ओ	PRP	
10	बदला	NN	
11	मे	PSP	
12	किछु	QF	
13	पयबाक	VM	
14	दावा	NN	
15	कऽ	VM	
16	सकय	VAUX	
17	?	SYM	
</Sentence>

<Sentence id=''>
1	सभ	QF	
2	किछु	QF	
3	तँ	RB	
4	हुनका	PRP	
5	सँ	PSP	
6	,	SYM	
7	हुनका	PRP	
8	द्वारा	PSP	
9	आ	CC	
10	हुनका	PRP	
11	लेल	PSP	
12	अछि	VM	
13	।	SYM	
</Sentence>

<Sentence id=''>
1	हुनकर	PRP	
2	स्तुति	NN	
3	युगयुग	RB	
4	होइत	VM	
5	रहनि	VAUX	
6	!	SYM	
</Sentence>

<Sentence id=''''>
1	आमीन	NN	
2	।	SYM	
</Sentence>

</document>
